Decade,Year,Date,Location,Operator,Op_Code,Route,Type,Make_Type,Aboard,Fatalities,Summary
1981-1990,1986,1986-04-27,"Near Saravena, Colombia",ACES Colombia,Passenger,Bogota - Saravena,de Havilland Canada DHC-6 Twin Otter 300,de,13.0,13.0,"Crashed into a 8,500 ft. mountain in poor weather."
1981-1990,1986,1986-01-05,"San Salvador, El Salvador",Military - El Salvador Air Force,Military,San Salvador - Panama City,Douglas DC-6,Douglas,37.0,37.0,Crashed into a hill following an engine fire.
1981-1990,1986,1986-03-05,"Near Taipei, Taiwan",Military - Republiof China Air Force,Military,,Bell UH-1H / Bell UH-1H (helicopters),Bell,22.0,22.0,Both helicopters crashed into a rice paddy after experiencing a mid-air collision.
1981-1990,1986,1986-03-05,"Colombo, Sri Lanka",Air Lanka,Passenger,"Colombo - Male, Maldives",Lockheed L-1011-100,Lockheed,150.0,22.0,Detonation of an explosive device in the rear section of the cabin while on the ground and passengers were boarding. The aircraft was named City of Colombo.
1981-1990,1986,1986-05-17,"Hanty-Mansijsk, Soviet Union",Aeroflot,Passenger,Test,Yakovlev Yak-40,Yakovlev,5.0,5.0,Crashed on a test flight.
1981-1990,1986,1986-05-17,"AtlantiCity, New Jersey",Air Taxi - Islip Airco Inc.,Passenger,"AtlantiCity, NJ - AtlantiCity, NJ",Cessna 414A,Cessna,5.0,2.0,During takeoff the pilot was not able to pull back the control wheel more than 2 inches. He aborted the takeoff late and was not able to stop the plane before it ran off the runway and collided with a car. Delayed aborted takeoff. Restricted elevator control movement.
1981-1990,1986,1986-05-18,"Djibouti, Djibouti",Military - French Naval Aviation,Military,,Dassault Breguet Atlantique,Dassault,19.0,19.0,Crashed in the vicinity of Day Mountain in heavy rain and low clouds.
1981-1990,1986,1986-05-24,"Antananarivo, Madagascar",Military - Armée de l'Air Malgache,Military,,Douglas C-47,Douglas,13.0,13.0,Flew into the side of a mountain in poor weather.
1981-1990,1986,1986-10-06,"Near Cairo, Egypt",EgyptAir,Passenger,Cairo - Alexandia,Fokker F-27 Friendship 500,Fokker,26.0,23.0,Crashed short of runway and collided with a building during a sandstorm.
1981-1990,1986,1986-12-06,"Port Ellen, Islay Island",Loganair,Passenger,Glasgow - Port Ellen,de Havilland Canada DHC-6 Twin Otter 300,de,16.0,1.0,The crew mistook Laphroaig for Port Ellen and crashed into a hill. Decision to allow the handling pilot to carry out a visual approach in unsuitable meteorological conditions. An error in visual navigation was a contributory factor.
1981-1990,1986,1986-06-17,"Howard AFB, Panama",Military - U.S. Air Force,Military,,Boeing KC-135A,Boeing,4.0,4.0,Crashed while attempting to landing.
1981-1990,1986,1986-06-18,"Grand Canyon, Arizona",Grand Canyon Airlines / Helitech,Passenger,Grand Canyon - Grand Canyon,de Havilland Can. DHC-6 -300/ Bell 206B,de,25.0,25.0,Midair collision. Inadequate visual lookout on the part of  both aircraft. Twenty killed on the de Havilland and  five on the Helitech. The failure of the flightcrew of both aircraft to see and avoid each other for undetermined reasons.
1981-1990,1986,1986-06-22,"Penza,  Russia",Aeroflot,Passenger,Penza - Simferopol,Tupolev TU-134A,Tupolev,59.0,1.0,The aircraft overan the runway after an aborted takeoff. Passenger died of heart attack.
1981-1990,1986,1986-02-07,"Near Syktyvar, Russia",Aeroflot,Passenger,,Tupolev TU-134A,Tupolev,94.0,54.0,The aircraft crashed in a forest after an in-flight fire caused by baggage that ignited in the rear cargo hold led to loss of contol of the aircraft.
1981-1990,1986,1986-10-07,"Maputo, Mozambique",Military - Zimbabwe Air Force,Military,,Douglas C-47A,Douglas,17.0,17.0,Crashed during takeoff.
1981-1990,1986,1986-07-26,"Yosemite Nation, California",Air Taxi,Passenger,"San Andreas, CA - Death Valley, CA",Piper PA-32-260,Piper,6.0,3.0,The aircraft struck a boulder as the aircraft climbed up a five degree upsloping ridge then nosed into the ground and burst into flames. Pilot disregarded performance data. Overconfidence in aircraft's ability.
1981-1990,1986,1986-04-08,"Off St. Vincent, Leeward Islands",Leeward Islands Air Transport,Passenger,Vieux Fort - Kingstown,de Havilland Canada DHC-6 Twin Otter 300,de,13.0,13.0,Crashed into the sea in poor weather conditions.
1981-1990,1986,1986-08-14,"Near Wampusirpi, Honduras",Military - Honduran Air Force,Military,Tegucigalpa - Duzuna,Lockheed C130D,Lockheed,59.0,59.0,Crashed into the jungle in poor weather conditions as it approached Durzana Air Base.
1981-1990,1986,1986-08-16,"Malakal, Sudan",Sudan Airways,Passenger,Malakal - Khartoum,Fokker F-27 Friendship 400M,Fokker,60.0,60.0,Shot down by SPLA rebels with surface-to-air missiles shortly after takeoff.
1981-1990,1986,1986-08-21,"Frenchglen, Oregon",Air Taxi,Passenger,"McDermitt, OR - Burns, OR",Cessna T207A,Cessna,6.0,6.0,During the pilot's attempt to reverse direction at the end of the gorge the aircraft stalled and a loss of control followed. A stall/spin maneuver resulted placing the aircraft in an uncontrolled descent into the terrain. Improper inflight planning/decision. Airspeed not maintained.
1981-1990,1986,1986-08-28,"Lander, Wyoming",Denver Air Center,Passenger,"Lander, WY - Riverton, WY",Cessna 441 Conquest,Cessna,7.0,7.0,"Collided with rising terrain while taking off, 1.5 miles past the end of the runway. Spatial disorientation of the pilot-in-command due to a physical impairment."
1981-1990,1986,1986-08-28,"Texarkana, Arkansas",Southwest Airlift,Passenger,Little Rock - Texarkana,Howard 250,Howard,2.0,2.0,"On takeoff the cargo plane pitched up, rolled inverted and crashed. Improperly loaded. Alcohol impairment of the pilot and co-pilot."
1981-1990,1986,1986-08-31,"Cerritos, California",Aeromexico / Private,Passenger,Tijuana - Los Angeles,MD Douglas DC-9-32 / Piper PA-28-181,MD,67.0,67.0,"A midair collision occurred between a DC-9, attempting to land at LAX  and a Piper at 6,560 ft. over Cerritos, California. The Piper struck and knocked the horizontal and vertical stabilizer off the DC-9. The Piper fell into an unoccupied playground.  The DC-9 crashed into a neighborhood destroying eleven homes and damaging seven others. Sixty-four on the DC-9, three on the Cessna and 15 on the ground were killed. The pilot of the Piper inadvertently entered the LAX Terminal Control Area. The inadvertent and unauthorized entry of the PA-28 into the Los Angeles Terminal Control Area. The limitations of the 'see and avoid' concept to ensure traffiseparation under the conditions of the conflict."
1981-1990,1986,1986-03-09,"Tullamarine, VIC, Australia",Peninsula Air Services,Passenger,Tullamarine - Leongatha,Cessna 402,Cessna,6.0,6.0,The air ambulance flight crashed on takeoff due to engine failure.
1981-1990,1986,1986-05-09,"Karachi, Pakistan",Pan American World Airways,Passenger,Bombay-Karachi-Frankfurt-New York,Boeing B-747-121,Boeing,384.0,16.0,"While on the ground, four hijackers opened fire on the passengers and crew and threw grenades among them, killing 16 passengers, one crew member and one ground crew memeber. The aircraft was named Clipper Empress of the Seas."
1981-1990,1986,1986-09-09,"Hopkinsville, Kentucky",Military - U.S. Air Force,Military,,Lockheed C-130A Hercules,Lockheed,4.0,3.0,Overran the runway and crashed.
1981-1990,1986,1986-09-14,"Amsterdam, Netherlands",Kondair,Passenger,London - Amsterdam,Britten-Norman BN-2A Trislander,Britten-Norman,1.0,1.0,"The pilot, lacking experience overcorrected a movement in responding to windshear and couldn't  retain control when the aircraft entered a spiral dive as a result of the overcorrection."
1981-1990,1986,1986-09-19,"Near Mantiqueira, Brazil",AtlantiSoutheast Airlines,Passenger,Sao Jose dos Campo - Manaus,Embraer 120RT Brasilia,Embraer,5.0,5.0,"On a delivery flight the aircraft struck a clound covered mountain at 4,300 ft. Crew did not follow the prescribed course."
1981-1990,1986,1986-03-10,"Near Manado, Indonesia",East Indonesia Air Taxi,Passenger,Mangole - Manado,Shorts SC-7 Skyvan 3-200,Shorts,13.0,13.0,Crash into a mountain.
1981-1990,1986,1986-04-10,"San Antonio, Texas",Southern Air Transport,Passenger,Kelly AFB - Warner Robins AFB,Lockheed L-100-30 Hercules,Lockheed,3.0,3.0,"The cargo plane lost altitude and crashed inverted. The use by the carrier of a non-approved device designed to raise the elevator during loading operations which was not properly stowed by the flight crew and which lodged in the controls, preventing the flight crew from controlling the airplane during take-off."
1981-1990,1986,1986-10-14,"Ust-Maya, USSR",Aeroflot,Passenger,,LET 410MT Turbojet,LET,14.0,14.0,Crashed into river on takeoff.
1981-1990,1986,1986-10-15,"Shiraz, Iran",Iran Air,Passenger,,Boeing 737-286,Boeing,80.0,3.0,Shiraz Airport was attacked by Iraqi aircraft. Passengers were deplaning at the time of the attack.
1981-1990,1986,1986-10-15,"Near Valparasoll, Chile",Military - Chilian Navy,Military,,Casa 212-M Aviocar 100,Casa,11.0,11.0,Crashed into a mountain.
1981-1990,1986,1986-10-16,"Fishers Island, New York",Air Taxi - New London Flying Services Inc.,Passenger,"Groton, CT - Fisher Island, NY",Piper PA-28-181,Piper,4.0,2.0,A Cessna 182 taking off on Rwy 25 collided with a piper pa-28-181 which was landing on Rwy 12. The collision occurred in the intersection of the two runways. The two occupants of the Cessna were seriously injured and the two occupants of the piper were fatally injured in the accident. Both aircraft were destroyed by fire. VFR procedures not followed. Inadequate visual lookout.
1981-1990,1986,1986-10-19,"Near Komatipoot, South Africa",Government of Mozambique,Passenger,Lusaka - Maputo,Tupolev TU-134A,Tupolev,44.0,34.0,"Crashed in the Lembombo mountains during a storm. President Samora Machel, president of Mozambique, killed. The aircraft descended below minima even though the crew did not have visual contact with Maputo. A GPWS warning was ignored and the plane hit high ground crashing onto a uphill slope. Navigational error. GPSW ignored. There is speculation that the plane was lured away from the correct flight path by a pirate radio beacon broadcasting on the same frequency as the Maputo Airport, disorienting the pilot."
1981-1990,1986,1986-10-20,"Kuybyshev, Russia",Aeroflot,Passenger,Yekaterinburg - Kuybyshev,Tupolev TU-134A,Tupolev,92.0,70.0,The plane crashed and burst into flames after a straight-in hard landing without leveling off.
1981-1990,1986,1986-10-22,"Manhattan, New York",Private - WNBC,Passenger,Traffireporting,Enstrom F-28F,Enstrom,2.0,2.0,"The helicopter was contracted by NBC to make daily highway traffiobservations in the New York City area. The pilot and passenger, Jane Dornacker, a NBC radio traffireporter, were flying in a northerly direction along manhattan's west side at an altitude of about 75 feet. Witnesses observed the aircraft's main rotor blades stop, the aircraft descended rapidly, struck the top of a chain link fence at a river pier, crashed into the HudsonRiver and sank in 15 to 20 feet of water. Investigation revealed the sprag clutch was inadequately lubricated, had 'rolled over' in the opposite direction of its design and the sprag assembly was damaged. Several sprags and both activating springs were broken and different size sprags were installed. An unauthorized, overhauled clutch had been installed in the aircraft. Dornacker had survived another helicopter crash earlier in the year."
1981-1990,1986,1986-10-23,"Near Peshawar, Pakistan",Pakistan International Airlines,Passenger,Lahore - Peshawar,Fokker F-27 Friendship 600,Fokker,54.0,13.0,"Crashed short of the runway on approach, broke up and landed inverted. Crew error. The aircraft was allowed to descent below MDA. Crew did not properly monitor the altitude."
1981-1990,1986,1986-10-30,"Near Managua, Nicaragua",Military - Nicaraguan Air Force,Military,,Mil Mi-17 (helicopter),Mil,23.0,21.0,"Either mechanical failure, weather or ground fire from Contra rebels brought the helicopter down."
1981-1990,1986,1986-02-11,"Near Zahedan, Iran",Military - Iranian Air Force,Military,Bakhtaran - Zahedan,Lockheed C-130,Lockheed,103.0,103.0,Struck the side of a mountain near the Pakistani border. Crew error. Descent below minimum safe altitude with a defective altimeter and in spite of warnings from the ATC.
1981-1990,1986,1986-06-11,"Off Sumburgh Head, Shetlands, Scotland",British International Helicopters,Passenger,,Boeing-Vertol Chinook,Boeing-Vertol,47.0,45.0,The helicopoter crashed into the North Sea while carrying oil workers back to Sumburgh. Rotor failure.
1981-1990,1986,1986-11-25,"Near Sarowbi, Afghanistan",Military - Afghan Republican Air Force,Military,,Ilyushin IL-18,Ilyushin,40.0,40.0,Shot down by Afghan rebels.
1981-1990,1986,1986-12-12,"Berlin, East Germany",Aeroflot,Passenger,Minsk - Berlin,Tupolev TU-134A,Tupolev,82.0,70.0,The aircraft crashed after landing on the wrong runway in fog. The crew did not understand the English instructions that the right runway was closed for repairs.
1981-1990,1986,1986-12-15,"Near Lanzhou, China",CAAC,Passenger,Lanzhou - Chengdu,Antonov AN-24RV,Antonov,44.0,6.0,"The No. 2 engine failed due to severe icing conditions 30 minutes after leaving Lanzhou. With the prop feathered, the plane crashed before reaching the airport."
1981-1990,1986,1986-12-25,"Ay, Saudi Arabia",Iraqi Airways,Passenger,Baghdad - Amman,Boeing B-737-270C,Boeing,106.0,63.0,"Hijacking.  While on a flight from Baghdad to Amman, hijackers exploded a hand grenade in the passenger cabin. While making an emergency descent a second hand grenade exploded in the cockpit causing the plane to lose control crash, break in two and catch fire."
